"siteName","stateCode","siteVisitName","latitude_Degree","longitude_Degree","siteVisitStartDate","unique_species_count","precipitationAnnualMean_millimetre","solarRadiationMean_megajoulePerSquareMetre","maximumTemperature_degreeCelsius","minimumTemperature_degreeCelsius","temperatureAnnualMean_degreeCelsius","climaticCondition","average_soil_pH_unitless","average_soil_EC_dSPerMetre","soil_texture_Grade"
"NTAFIN0018","NT",20111130,-24.36466,132.9494,2011-11-30,30,227.093,22.5331,42.457,0.83567,21.9697,"WET",8.73333333333333,0.146666666666667,"Loam"
"NTAFIN0019","NT",20111201,-24.35818,132.9357,2011-12-01,29,228.172,22.53,42.4156,0.820245,21.9378,"WET",8.1,0.0125,"Sandy loam"
"NTAFIN0020","NT",20111207,-24.66857,133.4017,2011-12-07,20,203.374,22.553,42.4562,0.942185,21.8362,"WET",7.5,0.02,"Sand"
"NTAFIN0021","NT",20111208,-24.67202,133.4639,2011-12-08,13,202.633,22.5608,42.5421,0.998992,21.9105,"WET",7.63333333333333,0.02,"Clay loam"
"NTAFIN0022","NT",20111209,-24.63119,133.4522,2011-12-09,23,206.644,22.5561,42.4531,0.934372,21.8331,"WET",7.5,0.09,"Sandy loam"
"NTAFIN0023","NT",20111210,-24.55977,133.4374,2011-12-10,23,214.647,22.5559,42.4363,0.892106,21.8321,"WET",5.425,0.3425,"Loamy sand"
"NTAFIN0024","NT",20120213,-24.91757,133.6592,2012-02-13,16,188.896,22.5516,42.6091,1.23678,21.9503,"DRY",9.225,0.145,"Sandy loam"
"NTAFIN0025","NT",20120214,-24.81836,133.6765,2012-02-14,27,197.45,22.5468,42.3829,1.04564,21.7372,"DRY",8.56666666666667,NA,"Clayey sand"
"NTAFIN0026","NT",20120314,-23.90726,133.7499,2012-03-14,31,267.261,22.5281,41.5193,0.347747,21.0626,"WET",NA,NA,"Sandy clay loam"
"NTAFIN0027","NT",20120326,-23.83573,133.6333,2012-03-26,16,274.626,22.5293,41.446,0.405352,21.0532,"WET",NA,NA,"Sandy clay loam"
"NTAFIN0028","NT",20120922,-25.76993,133.3931,2012-09-22,17,194.626,22.2653,41.5378,1.37183,21.0669,"DRY",8,2.722,"Light medium clay"
"NTAFIN0029","NT",20120923,-25.73747,133.4385,2012-09-23,18,193.454,22.2787,41.5848,1.37604,21.1017,"DRY",8.175,1.3875,"Light medium clay"
"NTAFIN0030","NT",20121024,-25.94811,133.7812,2012-10-24,23,190.195,22.2227,41.6109,1.56128,21.1602,"DRY",7.25,0.095,"Clayey sand& Loamy sand"
"NTAFIN0031","NT",20121025,-25.89989,133.8966,2012-10-25,29,186.356,22.2529,41.6821,1.60931,21.212,"DRY",7.2,0.19,"Sandy loam"
"NTAFIN0032","NT",20121101,-23.95377,133.9226,2012-11-01,27,248.761,22.5435,41.6616,0.316877,21.1379,"DRY",5.7,0.085,"Clayey sand& Loamy sand"
"NTAFIN0033","NT",20121106,-24.03366,133.9718,2012-11-06,26,256.677,22.5224,41.4806,0.219439,20.9452,"WET",7.74,0.076,"Clayey sand& Loamy sand& Sand& Sandy clay loam& Sandy loam"
"NTAGFU0001","NT",20120412,-18.90551,137.0693,2012-04-12,38,430.502,23.0369,41.7612,6.58108,25.5854,"DRY",7.175,NA,"Sandy clay loam"
"NTAGFU0002","NT",20120413,-18.91812,137.0522,2012-04-13,23,430.09,23.0331,41.6901,6.52088,25.4985,"DRY",5.85,NA,"Clayey sand"
"NTAGFU0003","NT",20120414,-18.63437,137.1244,2012-04-14,15,475.965,22.9261,41.1624,6.74825,25.3349,"DRY",6.8,NA,"Sandy loam"
"NTAGFU0004","NT",20120415,-18.62406,137.1235,2012-04-15,20,478.005,22.9191,41.1049,6.73636,25.2904,"DRY",6.8,NA,"Sand"
"NTAGFU0005","NT",20120416,-18.65319,137.1211,2012-04-16,28,470.793,22.9366,41.1983,6.73609,25.3481,"DRY",5.93333333333333,NA,"Loamy sand"
"NTAGFU0006","NT",20120418,-18.77869,136.8471,2012-04-18,33,449.829,22.9846,41.5949,6.43802,25.3923,"DRY",NA,NA,"Clayey sand"
"NTAGFU0007","NT",20120419,-18.77691,136.8262,2012-04-19,13,446.869,22.9879,41.6203,6.43618,25.4049,"DRY",5.875,NA,"Clayey sand"
"NTAGFU0008","NT",20120420,-18.78608,136.8653,2012-04-20,19,452.527,22.9842,41.6002,6.43869,25.3985,"DRY",6,NA,"Clayey sand& Sandy loam"
"NTAGFU0009","NT",20120421,-18.80098,136.9834,2012-04-21,22,448.503,23.0023,41.6538,6.55522,25.5147,"DRY",6.2,NA,"Sandy loam"
"NTAGFU0010","NT",20120509,-17.89628,137.1006,2012-05-09,7,551.22,22.7654,40.8468,7.60384,25.8009,"DRY",6.225,NA,"Clay loam sandy& Light clay& Medium clay& Sandy clay loam"
"NTAGFU0011","NT",20120510,-17.89571,137.0724,2012-05-10,37,551.701,22.7658,40.8477,7.57603,25.7776,"DRY",6.03333333333333,NA,"Sandy loam"
"NTAGFU0012","NT",20120511,-17.89564,137.019,2012-05-11,21,552.375,22.7638,40.7955,7.49893,25.6805,"DRY",6.4,NA,"Clay loam sandy& Clayey sand& Sandy clay loam& Sandy loam"
"NTAGFU0013","NT",20120512,-17.89591,137.0116,2012-05-12,36,552.375,22.7638,40.7955,7.49893,25.6805,"DRY",NA,NA,"Sandy loam"
"NTAGFU0014","NT",20120514,-17.75179,136.9389,2012-05-14,25,569.163,22.7459,40.7817,7.60968,25.7449,"DRY",6.9,NA,"Light clay"
"NTAGFU0015","NT",20120514,-17.74446,136.943,2012-05-14,22,572.076,22.7411,40.7639,7.62239,25.7452,"DRY",6.6,NA,"Sandy clay loam"
"NTAGFU0016","NT",20120516,-17.22089,137.2603,2012-05-16 12:00:00,24,695.288,22.539,39.9283,8.31641,25.7715,"DRY",6.72,NA,"Sand& Sandy loam"
"NTAGFU0017","NT",20120517,-17.3549,137.158,2012-05-17,41,667.711,22.5841,40.0926,8.05914,25.6781,"DRY",7.15,NA,"Sand"
"NTAGFU0018","NT",20120518,-17.27249,137.1834,2012-05-18,16,682.97,22.5573,39.9383,8.15192,25.6464,"DRY",4.7,NA,"Sand& Sandy loam"
"NTAGFU0019","NT",20120518,-17.21774,137.2363,2012-05-18,37,695.588,22.5488,40.0422,8.35297,25.8609,"DRY",6.4,NA,"Clayey sand& Loamy sand& Sandy loam"
"NTAGFU0020","NT",20120605,-16.72487,135.9633,2012-06-05,30,664.037,22.8993,41.6858,8.67867,26.9203,"DRY",6.1,NA,"Sandy loam"
"NTAGFU0021","NT",20120606,-16.7154,135.9429,2012-06-06,21,667.047,22.8985,41.623,8.651,26.8567,"DRY",6.5,NA,"Loamy sand& Sandy clay loam"
"NTAGFU0022","NT",20120607,-16.73101,135.9634,2012-06-07,13,664.227,22.8985,41.6479,8.65083,26.8772,"DRY",6.75,NA,"Clayey sand& Sandy clay loam"
"NTAGFU0023","NT",20120609,-16.82389,135.83,2012-06-09,25,668.438,22.9234,41.2239,8.31613,26.348,"DRY",5.875,NA,"Loamy sand& Sandy loam"
"NTAGFU0024","NT",20120610,-16.826,135.8932,2012-06-10,19,672.493,22.9003,41.185,8.32196,26.3401,"DRY",5.26666666666667,NA,"Sand"
"NTAGFU0025","NT",20120610,-16.82524,135.8552,2012-06-10,23,671.85,22.9112,41.1589,8.29542,26.2962,"DRY",NA,NA,"Light medium clay& Sandy clay loam& Sandy loam"
"NTAGFU0026","NT",20120612,-15.80912,135.4061,2012-06-12,30,705,22.8981,41.5306,10.0046,27.2359,"DRY",6.65,NA,"Light clay& Loamy sand& Sand& Sandy clay loam"
"NTAGFU0027","NT",20120613,-15.67927,135.4606,2012-06-13,36,743.957,22.8209,41.1037,10.0927,27.0238,"DRY",6,NA,"Sand"
"NTAGFU0028","NT",20120614,-15.62924,135.4598,2012-06-14,34,745.51,22.8209,41.1945,10.2246,27.1608,"DRY",5.45,NA,"Sand"
"NTAGFU0029","NT",20120615,-15.5381,135.409,2012-06-15,38,735.791,22.8274,41.2252,10.3892,27.256,"DRY",5.65,NA,"Clay loam sandy& Clayey sand"
"NTAGFU0030","NT",20120705,-14.1349,134.3778,2012-07-05,33,861.69,22.4614,41.0261,11.0869,27.4829,"DRY",5.525,NA,"Clay loam sandy& Clayey sand& Light clay& Sandy loam"
"NTAGFU0031","NT",20120706,-14.12586,134.3867,2012-07-06,27,862.205,22.454,40.9634,11.0716,27.4363,"DRY",5.86,NA,"Sandy loam"
"NTAGFU0032","NT",20120707,-14.15062,134.3736,2012-07-07,23,864.272,22.4575,40.926,11.0316,27.3697,"DRY",6.26,NA,"Medium clay"
"NTAGFU0033","NT",20120708,-14.17696,134.3555,2012-07-08,30,870.235,22.4373,40.6055,10.8765,27.0555,"DRY",3.96666666666667,NA,"Clayey sand& Light medium clay& Sandy clay loam"
"NTAGFU0034","NT",20120709,-14.06223,134.4216,2012-07-09,12,866.365,22.4382,41.0702,11.1755,27.6035,"DRY",4.5,NA,"Light clay& Light medium clay& Medium clay"
"NTAGFU0035","NT",20120710,-14.04786,134.4207,2012-07-10,30,864.955,22.4382,41.1386,11.2174,27.6882,"DRY",4.7,0.35,"Clayey sand& Sandy loam"
"NTAGFU0036","NT",20120711,-14.67457,133.863,2012-07-11,23,798.615,22.7249,41.6203,10.4819,27.6278,"DRY",NA,NA,"Clayey sand& Sandy clay loam"
"NTAGFU0037","NT",20120712,-14.67367,133.8924,2012-07-12,16,797.043,22.732,41.7065,10.5315,27.6942,"DRY",NA,NA,NA
"NTAGFU0038","NT",20120712,-14.68998,133.8937,2012-07-12,16,797.639,22.7297,41.6337,10.4822,27.6174,"DRY",NA,NA,NA
"NTAGFU0039","NT",20120714,-14.6768,133.8823,2012-07-14,36,797.658,22.73,41.6847,10.518,27.6785,"DRY",NA,NA,NA
"NTAGFU0040","NT",20120715,-14.67371,133.8448,2012-07-15,53,799.281,22.7264,41.6666,10.4957,27.6803,"DRY",NA,NA,NA
"NTAGFU0041","NT",20160502,-14.77999,132.8915,2016-05-02 11:48:10,45,887.852,22.554,40.858,9.88811,27.281,"DRY",NA,NA,"Sand"
"NTAMAC0001","NT",20141006,-23.96591,133.3723,2014-10-06 11:29:31,29,258.95,22.5244,41.5679,0.568727,21.2144,"DRY",8.53333333333333,0.0433333333333333,"Loamy sand"
"NTAMAC0001","NT",20190529,-23.96591,133.3723,2019-05-29 13:10:06,21,258.95,22.5244,41.5679,0.568727,21.2144,"DRY",NA,NA,NA
"NTAMAC0002","NT",20141007,-23.96164,133.4035,2014-10-07 09:44:00,13,259.247,22.5333,41.6851,0.604753,21.3118,"DRY",8.8,0.26,"Sand"
"NTAMAC0002","NT",20190529,-23.96164,133.4035,2019-05-29 11:01:54,15,259.247,22.5333,41.6851,0.604753,21.3118,"DRY",NA,NA,NA
"NTAMAC0003","NT",20141006,-23.95909,133.4085,2014-10-06,21,259.244,22.5356,41.6855,0.609539,21.3159,"DRY",8.375,0.07,"Sand"
"NTAMAC0003","NT",20190529,-23.95909,133.4085,2019-05-29 14:18:07,17,259.244,22.5356,41.6855,0.609539,21.3159,"DRY",NA,NA,NA
"NTAMGD0001","NT",20140313,-20.02302,137.3271,2014-03-13,28,354.695,23.2126,42.2955,6.02392,25.5484,"WET",7.05,0.695,"Medium clay& Medium heavy clay"
"NTAMGD0002","NT",20140312,-20.02464,137.3258,2014-03-12,48,354.695,23.2126,42.2955,6.02392,25.5484,"WET",7.3,0.14,"Medium heavy clay"
"NTAMGD0003","NT",20160428,-17.35821,133.4389,2016-04-28 09:38:07,59,521.796,23.0496,41.7291,8.34323,26.522,"DRY",5.3,0.85,"Sand"
"NTAMGD0004","NT",20160429,-17.52132,133.5235,2016-04-29 09:01:26,49,525.487,23.0586,41.9554,8.0903,26.5352,"DRY",5.7,0.305,"Loamy sand& Sand"
"NTAMGD0005","NT",20160429,-17.45585,133.4836,2016-04-29 14:35:35,34,527.036,23.0493,41.8313,8.20522,26.5099,"DRY",5.5,0.02,"Sand"
"NTAPCK0001","NT",20160504,-12.67578,132.8181,2016-05-04 15:12:47,46,1442.67,21.6115,39.0347,14.6779,28.1942,"DRY",6.1,0,"Sandy loam"
"NTAPCK0002","NT",20160505,-12.82043,132.7935,2016-05-05 13:41:51,54,1391.77,21.66,39.1296,14.3186,28.1634,"DRY",6.1,0,"Clayey sand"
"NTAPCK0003","NT",20180312,-12.6255,132.8539,2018-03-12 12:00:00,59,1440.28,21.5983,39.0544,14.8126,28.2336,"DRY",NA,NA,NA
"NTAPCK0003","NT",20210602,-12.6255,132.8539,2021-06-02,50,1440.28,21.5983,39.0544,14.8126,28.2336,"DRY",6.08,0.0152,"Sandy loam"
"NTAPCK0004","NT",20180319,-12.62383,132.8607,2018-03-19 12:00:00,53,1437.84,21.5995,39.0911,14.826,28.2548,"DRY",NA,NA,NA
"NTAPCK0004","NT",20210603,-12.62383,132.8607,2021-06-03,53,1437.84,21.5995,39.0911,14.826,28.2548,"DRY",6.22,0.0126,"Clay loam sandy& Clayey sand& Sandy clay loam"
"NTAPCK0005","NT",20210603,-12.57337,132.8388,2021-06-03,19,1441.02,21.5868,38.9021,14.8613,28.1937,"DRY",6.16,0.0202,"Sandy clay loam"
"NTAPCK0006","NT",20180409,-12.64993,132.8656,2018-04-09 12:00:00,60,1438.79,21.6022,39.1013,14.7892,28.2405,"DRY",NA,NA,NA
"NTAPCK0006","NT",20210606,-12.64993,132.8656,2021-06-06,80,1438.79,21.6022,39.1013,14.7892,28.2405,"DRY",6.2,0.011,"Sandy loam"
"NTAPCK0007","NT",20180305,-12.69368,132.8543,2018-03-05 12:00:00,57,1431.35,21.6176,39.1385,14.6703,28.2241,"DRY",NA,NA,NA
"NTAPCK0007","NT",20210607,-12.69368,132.8543,2021-06-07,72,1431.35,21.6176,39.1385,14.6703,28.2241,"DRY",4.775,0.0055,"Sandy clay loam"
"NTAPCK1009","NT",20190304,-12.67194,132.9423,2019-03-04 12:00:00,49,1412.73,21.6109,39.2261,14.7158,28.2635,"DRY",NA,NA,NA
"NTAPCK1010","NT",20190304,-12.67691,132.9648,2019-03-04 12:00:00,55,1409.55,21.6081,39.2179,14.6914,28.2486,"DRY",NA,NA,NA
"NTAPCK1011","NT",20210308,-12.7012,132.9298,2021-03-08 12:00:00,44,1424.77,21.6079,39.2213,14.651,28.2437,"DRY",NA,NA,NA
"NTAPCK1012","NT",20210308,-12.70221,132.9329,2021-03-08 12:00:00,44,1420.98,21.6127,39.2869,14.6634,28.2879,"DRY",NA,NA,NA
"NTAPCK2013","NT",20190311,-12.70617,132.9274,2019-03-11 12:00:00,87,1424.77,21.6079,39.2213,14.651,28.2437,"DRY",NA,NA,NA
"NTAPCK2014","NT",20190311,-12.69911,132.9305,2019-03-11 12:00:00,77,1417.43,21.6148,39.2819,14.6896,28.2925,"DRY",NA,NA,NA
"NTASSD0001","NT",20120818,-25.30979,136.307,2012-08-18,21,125.657,22.7365,43.6871,2.73908,22.9866,"WET",6.2,NA,"Sand"
"NTASSD0003","NT",20120820,-25.29944,136.2989,2012-08-20,32,125.659,22.7385,43.6973,2.73436,22.9958,"WET",6.2,NA,"Sand"
"NTASSD0004","NT",20120821,-25.25327,136.2748,2012-08-21,21,126.264,22.744,43.676,2.69355,22.9756,"WET",6.2,NA,"Sand"
"NTASSD0005","NT",20120918,-25.75411,136.547,2012-09-18,30,123.934,22.6566,43.7102,3.07473,23.0046,"WET",6.3,0.41,"Sand"
"NTASSD0006","NT",20120918,-25.75344,136.5478,2012-09-18,12,123.934,22.6566,43.7102,3.07473,23.0046,"WET",6.2,0.34,"Sand"
"NTASSD0007","NT",20120919,-25.78356,136.5649,2012-09-19,35,123.754,22.6521,43.7201,3.10113,23.0135,"WET",6.2,0.32,"Sand"
"NTASSD0008","NT",20120919,-25.77834,136.5625,2012-09-19,18,123.893,22.6546,43.7263,3.0995,23.02,"WET",6.7,0.03,"Sand"
"NTASSD0009","NT",20120922,-24.78173,136.0115,2012-09-22,26,136.172,22.8106,43.6032,2.27167,22.8992,"WET",6.9,0.96,"Sand& Sandy clay loam"
"NTASSD0010","NT",20120923,-24.79283,136.0214,2012-09-23,35,135.876,22.8096,43.6048,2.28368,22.9016,"WET",6.7,0.25,"Sand"
"NTASSD0011","NT",20130319,-25.48055,135.1151,2013-03-19,5,131.054,22.5884,43.2704,2.33119,22.5932,"DRY",5.54,7.82,"Sandy clay loam"
"NTASSD0012","NT",20130320,-25.50322,135.1157,2013-03-20,6,132.737,22.5797,43.2485,2.33861,22.5752,"DRY",6.88,4.336,"Light clay"
"NTASSD0013","NT",20130320,-25.52405,135.1395,2013-03-20 21:58:17,5,132.84,22.5732,43.202,2.33477,22.5323,"DRY",7.025,2.04,"Sandy loam"
"NTASSD0014","NT",20130323,-25.13787,135.3707,2013-03-23,9,121.396,22.7123,43.4747,2.15892,22.7369,"DRY",7,0.943333333333333,"Light clay& Sandy clay loam& Sandy loam"
"NTASSD0015","NT",20130324,-25.12393,135.6168,2013-03-24,24,122.689,22.7287,43.5347,2.25823,22.7973,"DRY",NA,NA,"Sand"
"NTASSD0016","NT",20130322,-25.11011,135.508,2013-03-22 19:01:33,14,122.716,22.7222,43.4812,2.18514,22.743,"DRY",7.1,0.355,"Light clay& Loamy sand"
"NTASSD0017","NT",20130321,-25.47659,135.2584,2013-03-21,21,119.848,22.6211,43.3543,2.37499,22.6614,"DRY",6.7,3.22333333333333,"Light clay& Sandy clay loam& Sandy loam"
"NTASSD0018","NT",20130322,-25.12793,135.5226,2013-03-22 23:48:22,11,122.279,22.7224,43.4957,2.20715,22.7578,"DRY",6.7,1.998,"Sandy clay loam"
"NTASSD0019","NT",20130325,-25.09441,135.6408,2013-03-25,13,124.198,22.7348,43.5294,2.24423,22.7922,"DRY",6.95,0.115,"Loamy sand"
"NTASTU0001","NT",20160430,-15.87686,133.4119,2016-04-30 12:43:22,23,723.01,22.7903,41.4395,8.35361,26.7733,"DRY",5.85,0.01,"Sandy clay loam"
"NTASTU0002","NT",20160501,-15.76784,133.3782,2016-05-01 16:58:00,28,744.554,22.7607,41.3817,8.48221,26.821,"DRY",6.05,0,"Sandy clay loam"
"NTASTU0003","NT",20160501,-15.70665,133.3275,2016-05-01 15:10:00,31,757.948,22.7376,41.3291,8.54607,26.8418,"DRY",6.35,0,"Sandy loam"
"NTASTU0004","NT",20160503,-14.86384,132.9914,2016-05-03 09:41:51,45,880.457,22.6083,41.0249,9.80931,27.3215,"WET",6.6,0,"Sand"
"NTASTU0005","NT",20160503,-14.90864,133.0478,2016-05-03 15:15:53,40,865.261,22.6257,41.0337,9.74267,27.2756,"WET",6.53333333333333,0.123333333333333,"Sand"
"NTATAN0001","NT",20200805,-20.69951,134.2054,2020-08-05 12:00:00,24,300.869,23.0579,42.3546,5.52841,25.0293,"DRY",5.68,0.0083,"Loamy sand"
"NTATAN0002","NT",20200805,-20.72288,134.2004,2020-08-05 13:28:07,32,299.388,23.0584,42.3667,5.44595,25.0011,"DRY",5.42,0.0104,"Loamy sand"
"NTATAN0003","NT",20200806,-20.92154,133.8714,2020-08-06 10:31:58,21,312.753,23.0158,42.1929,5.32531,24.7166,"DRY",5.94,0.0145,"Loamy sand"
"NTATAN0004","NT",20200806,-20.92178,133.8861,2020-08-06 12:00:00,33,312.695,23.0166,42.1975,5.31778,24.7187,"DRY",5.52,0.0193,"Loamy sand"
"NTTDAB0001","NT",20140317,-13.96288,131.674,2014-03-17,42,1197.43,22.0298,38.7891,11.701,27.0841,"DRY",5.3,0.07,"Sand"
"NTTDAC0001","NT",20140318,-13.13983,130.7957,2014-03-18,48,1578.38,21.4845,37.1743,12.0794,26.6389,"WET",5.7,0,"Clayey sand& Sand"
"NTTDMR0001","NT",20140313,-18.08004,133.6845,2014-03-13,56,476.515,23.1664,42.192,8.14685,26.5205,"WET",8.9,0.115,"Clayey sand"
"NTTDMR0002","NT",20140314,-18.0725,133.635,2014-03-14,32,471.578,23.1723,42.2965,8.18173,26.6191,"WET",7.76666666666667,0.0166666666666667,"Sand"
"NTTDMR0003","NT",20140314,-18.07204,133.6669,2014-03-14 01:00:00,55,475.024,23.1697,42.2513,8.16819,26.5786,"WET",7.125,0.2325,"Clayey sand"
"NTTMGD0001","NT",20140315,-17.28297,133.4239,2014-03-15,37,525.738,23.0557,41.8544,8.38805,26.6609,"WET",6.8,0.06,"Clayey sand& Light clay& Sandy clay loam"
"NTTPCK0001","NT",20140319,-12.87196,131.127,2014-03-19,50,1467.9,21.4895,38.1794,12.7254,27.5962,"WET",5.6,0,"Sand"
"NTTSTU0001","NT",20140315,-16.63024,133.2712,2014-03-15,49,628.034,22.9313,41.3771,7.92401,26.3509,"WET",6.75,0.0225,"Sandy clay loam"
"QDABBN0001","QLD",20190407,-23.85901,148.1582,2019-04-07 15:43:12,30,606.28,20.4785,37.9807,3.84049,22.0915,"WET",4.61666666666667,0.0645,"Clayey sand"
"QDABBN0002","QLD",20190408,-23.86988,148.1494,2019-04-08 15:07:27,37,603.966,20.4979,38.2199,3.92585,22.3121,"WET",4.84,0.019,"Loamy sand"
"QDABBS0001","QLD",20190404,-24.80013,147.7694,2019-04-04 12:28:49,27,709.304,20.2352,35.7058,0.615474,18.718,"WET",7.45,0.0775,"Heavy clay"
"QDABBS0002","QLD",20190404,-24.8324,147.642,2019-04-04 16:31:25,20,664.151,20.3736,36.2163,0.730226,19.1583,"WET",7.98,0.1822,"Heavy clay"
"QDABBS0003","QLD",20190405,-24.82158,147.7411,2019-04-05 10:23:36,58,693.341,20.2553,35.6444,0.549808,18.6363,"WET",6.18,0.0222,"Clay loam"
"QDABBS0004","QLD",20190405,-24.78414,147.7596,2019-04-05 17:41:03,50,715.926,20.2043,35.3204,0.494406,18.3718,"WET",7.18,0.0124,"Heavy clay"
"QDABBS0005","QLD",20190406,-24.76852,147.7666,2019-04-06 16:27:56,55,730.76,20.2021,35.5469,0.62292,18.6092,"WET",6.08,0.0054,"Heavy clay"
"QDABBS0006","QLD",20190410,-27.15261,151.2334,2019-04-10 10:00:54,40,624.262,20.0363,36.2399,0.85107,19.3289,"DRY",8.58,0.4602,"Heavy clay"
"QDABBS0007","QLD",20190410,-27.32918,151.2422,2019-04-10 14:28:38,54,627.368,20.0146,36.1231,0.678895,19.2038,"WET",8.12,0.5398,"Light medium clay"
"QDABBS0008","QLD",20190411,-27.33087,151.2493,2019-04-11 09:47:50,50,627.461,20.0147,36.1381,0.671962,19.2139,"WET",7.91666666666667,0.361333333333333,"Heavy clay"
"QDABBS0009","QLD",20190413,-27.38565,151.6128,2019-04-13 09:34:15,57,621.291,19.7705,35.0678,0.30265,18.6187,"WET",7.62,0.6262,"Light clay& Sandy clay loam"
"QDABBS0010","QLD",20210328,-27.65796,151.5223,2021-03-28 11:12:12,66,637.242,19.794,34.6895,0.229263,18.1947,"WET",8.26,1.1808,"Medium heavy clay"
"QDACHC0001","QLD",20130422,-24.1046,143.2573,2013-04-22,8,333.601,22.6744,41.292,4.50157,23.8628,"DRY",NA,NA,NA
"QDACHC0002","QLD",20130424,-24.12596,143.1692,2013-04-24,9,328.449,22.6915,41.3813,4.51626,23.8797,"DRY",8.09,1.43,NA
"QDACHC0003","QLD",20130423,-24.11638,143.1649,2013-04-23 11:59:00,17,329.28,22.6915,41.3609,4.51166,23.8681,"DRY",6.15,0.0925,"Clayey sand"
"QDACHC0004","QLD",20130519,-23.71877,141.0919,2013-05-19 13:44:00,20,225.411,23.1263,42.8785,5.25877,24.555,"DRY",8.18,0.108,NA
"QDACHC0005","QLD",20130519,-23.72167,141.0723,2013-05-19,11,224.162,23.1293,42.8946,5.26524,24.56,"WET",5.7,0.84,"Light medium clay"
"QDACHC0006","QLD",20130520,-23.76945,141.1335,2013-05-20 16:09:00,11,226.585,23.1119,42.8462,5.22106,24.5099,"DRY",8.17,1.839,NA
"QDACHC0007","QLD",20130520,-23.83569,141.0291,2013-05-20,7,220.708,23.125,42.9062,5.23691,24.5051,"WET",5.83333333333333,2.57333333333333,"Light medium clay"
"QDACYP0001","QLD",20180607,-15.27823,145.2528,2018-06-07 08:28:25,30,1679.67,18.6349,33.9854,14.6367,25.5569,"WET",5.384,0.011,"Sand"
"QDACYP0002","QLD",20180607,-15.28454,145.1915,2018-06-07 14:26:49,38,1649.02,18.7706,34.6219,14.1699,25.8513,"WET",5.21,0.0885,"Clay loam& Light clay& Medium clay& Sandy loam"
"QDACYP0003","QLD",20180608,-15.27674,145.2863,2018-06-08 11:17:00,40,1682.1,18.5867,33.955,15.5887,25.8777,"WET",5.966,0.0804,"Loamy sand"
"QDACYP0004","QLD",20180609,-14.09284,142.9771,2018-06-09 15:21:06,68,1109.16,20.2495,36.758,12.6866,26.0955,"DRY",5.80666666666667,0.0125,"Loamy sand"
"QDACYP0005","QLD",20180610,-14.14262,142.9763,2018-06-10 11:31:51,70,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0006","QLD",20180611,-14.22668,142.9325,2018-06-11 13:28:13,49,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0007","QLD",20180611,-14.22659,142.9852,2018-06-11 14:57:30,67,1098.85,20.3043,36.87,12.3407,26.0543,"DRY",5.996,0.0068,"Sandy loam"
"QDACYP0008","QLD",20180612,-14.29825,143.0932,2018-06-12 10:55:42,56,1091.55,20.3447,36.8806,12.2079,26.076,"DRY",5.67,0.0085,"Sand"
"QDACYP0009","QLD",20180612,-14.0673,143.2083,2018-06-12 17:35:14,71,1180.58,20.1043,35.8381,12.7811,25.5149,"DRY",6.10166666666667,0.013,"Clay loam"
"QDACYP0010","QLD",20180614,-13.09186,142.7728,2018-06-14 09:01:21,47,1336.16,19.6923,36.2853,13.8002,26.263,"DRY",5.59833333333333,0.0135,"Heavy clay& Light medium clay& Medium heavy clay"
"QDACYP0011","QLD",20180614,-13.20697,142.7398,2018-06-14 15:47:59,54,1290.06,19.8252,36.7054,13.7102,26.4558,"DRY",5.805,0.00883333333333333,"Clay loam& Medium heavy clay"
"QDACYP0012","QLD",20180615,-13.32028,142.5913,2018-06-15 14:56:01,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QDACYP0013","QLD",20180704,-12.20213,142.5687,2018-07-04 09:01:09,50,1477.45,19.2668,36.4036,14.6451,26.5806,"WET",5.57166666666667,0.009,"Clayey sand"
"QDACYP0014","QLD",20180704,-12.19935,142.5499,2018-07-04 16:09:04,72,1477.92,19.2794,36.4814,14.6711,26.625,"DRY",5.455,0.02325,"Clayey sand"
"QDACYP0015","QLD",20180705,-12.21936,142.5385,2018-07-05 14:05:28,39,1478.02,19.2942,36.5855,14.6673,26.6738,"WET",5.03833333333333,0.0181666666666667,"Light clay"
"QDACYP0016","QLD",20180706,-11.49716,142.4303,2018-07-06 15:08:48,65,1616.22,19.1031,35.3992,15.1042,26.1394,"DRY",5.935,0.0566666666666667,"Clayey sand& Loamy sand"
"QDACYP0017","QLD",20180707,-11.54331,142.4394,2018-07-07 13:53:21,54,1603.31,19.1289,35.6831,15.0852,26.3119,"DRY",3.54,0.0155,"Loamy sand"
"QDACYP0018","QLD",20180708,-11.05363,142.3668,2018-07-08 13:59:58,54,1684.36,19.1964,35.6771,16.3706,26.7358,"DRY",5.9575,0.01425,"Sandy loam"
"QDACYP0019","QLD",20180709,-10.72754,142.4903,2018-07-09 13:20:40,37,1784.89,19.1196,33.9827,18.3476,26.8552,"WET",5.0925,0.019,"Sand"
"QDACYP0020","QLD",20180710,-10.93617,142.467,2018-07-10 09:47:57,40,1737.69,19.1557,35.1296,16.8752,26.7187,"DRY",5.005,0.01675,"Sand"
