"siteName","stateCode","siteVisitName","taxonFamily","latitude_Degree","longitude_Degree","siteVisitStartDate","abundance","precipitationAnnualMean_millimetre","solarRadiationMean_megajoulePerSquareMetre","maximumTemperature_degreeCelsius","minimumTemperature_degreeCelsius","temperatureAnnualMean_degreeCelsius","climaticCondition","average_soil_pH_unitless","average_soil_EC_dSPerMetre","soil_texture_Grade"
"NSTSYB0004","NSW",20151115,"Apiaceae",-33.70502,150.4564,2015-11-15 13:42:38,42,1381.45,16.9121,30.6796,0.971766,14.4394,"WET",4.875,0,"Sand"
"NSTSYB0004","NSW",20151115,"Asparagaceae",-33.70502,150.4564,2015-11-15 13:42:38,29,1381.45,16.9121,30.6796,0.971766,14.4394,"WET",4.875,0,"Sand"
"NSTSYB0004","NSW",20151115,"Chenopodiaceae",-33.70502,150.4564,2015-11-15 13:42:38,51,1381.45,16.9121,30.6796,0.971766,14.4394,"WET",4.875,0,"Sand"
"NSTSYB0004","NSW",20151115,"Cunoniaceae",-33.70502,150.4564,2015-11-15 13:42:38,7,1381.45,16.9121,30.6796,0.971766,14.4394,"WET",4.875,0,"Sand"
"NSTSYB0004","NSW",20151115,"Cyperaceae",-33.70502,150.4564,2015-11-15 13:42:38,27,1381.45,16.9121,30.6796,0.971766,14.4394,"WET",4.875,0,"Sand"
"NSTSYB0004","NSW",20151115,"Dennstaedtiaceae",-33.70502,150.4564,2015-11-15 13:42:38,9,1381.45,16.9121,30.6796,0.971766,14.4394,"WET",4.875,0,"Sand"
"NSTSYB0004","NSW",20151115,"Dilleniaceae",-33.70502,150.4564,2015-11-15 13:42:38,8,1381.45,16.9121,30.6796,0.971766,14.4394,"WET",4.875,0,"Sand"
"NSTSYB0004","NSW",20151115,"Elaeocarpaceae",-33.70502,150.4564,2015-11-15 13:42:38,26,1381.45,16.9121,30.6796,0.971766,14.4394,"WET",4.875,0,"Sand"
"NSTSYB0004","NSW",20151115,"Ericaceae",-33.70502,150.4564,2015-11-15 13:42:38,4,1381.45,16.9121,30.6796,0.971766,14.4394,"WET",4.875,0,"Sand"
"NSTSYB0004","NSW",20151115,"Fabaceae",-33.70502,150.4564,2015-11-15 13:42:38,217,1381.45,16.9121,30.6796,0.971766,14.4394,"WET",4.875,0,"Sand"
"NSTSYB0004","NSW",20151115,"Goodeniaceae",-33.70502,150.4564,2015-11-15 13:42:38,3,1381.45,16.9121,30.6796,0.971766,14.4394,"WET",4.875,0,"Sand"
"NSTSYB0004","NSW",20151115,"Haloragaceae",-33.70502,150.4564,2015-11-15 13:42:38,2,1381.45,16.9121,30.6796,0.971766,14.4394,"WET",4.875,0,"Sand"
"NSTSYB0004","NSW",20151115,"Iridaceae",-33.70502,150.4564,2015-11-15 13:42:38,9,1381.45,16.9121,30.6796,0.971766,14.4394,"WET",4.875,0,"Sand"
"NSTSYB0004","NSW",20151115,"Lauraceae",-33.70502,150.4564,2015-11-15 13:42:38,5,1381.45,16.9121,30.6796,0.971766,14.4394,"WET",4.875,0,"Sand"
"NSTSYB0004","NSW",20151115,"Lindsaeaceae",-33.70502,150.4564,2015-11-15 13:42:38,1,1381.45,16.9121,30.6796,0.971766,14.4394,"WET",4.875,0,"Sand"
"NSTSYB0004","NSW",20151115,"Loganiaceae",-33.70502,150.4564,2015-11-15 13:42:38,1,1381.45,16.9121,30.6796,0.971766,14.4394,"WET",4.875,0,"Sand"
"NSTSYB0004","NSW",20151115,"Myrtaceae",-33.70502,150.4564,2015-11-15 13:42:38,1077,1381.45,16.9121,30.6796,0.971766,14.4394,"WET",4.875,0,"Sand"
"NSTSYB0004","NSW",20151115,"Phyllanthaceae",-33.70502,150.4564,2015-11-15 13:42:38,1,1381.45,16.9121,30.6796,0.971766,14.4394,"WET",4.875,0,"Sand"
"NSTSYB0004","NSW",20151115,"Poaceae",-33.70502,150.4564,2015-11-15 13:42:38,24,1381.45,16.9121,30.6796,0.971766,14.4394,"WET",4.875,0,"Sand"
"NSTSYB0004","NSW",20151115,"Proteaceae",-33.70502,150.4564,2015-11-15 13:42:38,363,1381.45,16.9121,30.6796,0.971766,14.4394,"WET",4.875,0,"Sand"
"NSTSYB0004","NSW",20151115,"Stylidiaceae",-33.70502,150.4564,2015-11-15 13:42:38,3,1381.45,16.9121,30.6796,0.971766,14.4394,"WET",4.875,0,"Sand"
"NSTSYB0004","NSW",20151115,"Thymelaeaceae",-33.70502,150.4564,2015-11-15 13:42:38,4,1381.45,16.9121,30.6796,0.971766,14.4394,"WET",4.875,0,"Sand"
"NSTSYB0005","NSW",20151117,"Apiaceae",-33.64791,150.3192,2015-11-17 11:33:02,15,1223.24,16.795,28.6827,-0.239763,12.2799,"WET",5.175,0,"Sand"
"NSTSYB0005","NSW",20151117,"Asparagaceae",-33.64791,150.3192,2015-11-17 11:33:02,16,1223.24,16.795,28.6827,-0.239763,12.2799,"WET",5.175,0,"Sand"
"NSTSYB0005","NSW",20151117,"Cyperaceae",-33.64791,150.3192,2015-11-17 11:33:02,174,1223.24,16.795,28.6827,-0.239763,12.2799,"WET",5.175,0,"Sand"
"NSTSYB0005","NSW",20151117,"Elaeocarpaceae",-33.64791,150.3192,2015-11-17 11:33:02,7,1223.24,16.795,28.6827,-0.239763,12.2799,"WET",5.175,0,"Sand"
"NSTSYB0005","NSW",20151117,"Ericaceae",-33.64791,150.3192,2015-11-17 11:33:02,1,1223.24,16.795,28.6827,-0.239763,12.2799,"WET",5.175,0,"Sand"
"NSTSYB0005","NSW",20151117,"Euphorbiaceae",-33.64791,150.3192,2015-11-17 11:33:02,1,1223.24,16.795,28.6827,-0.239763,12.2799,"WET",5.175,0,"Sand"
"NSTSYB0005","NSW",20151117,"Fabaceae",-33.64791,150.3192,2015-11-17 11:33:02,100,1223.24,16.795,28.6827,-0.239763,12.2799,"WET",5.175,0,"Sand"
"NSTSYB0005","NSW",20151117,"Goodeniaceae",-33.64791,150.3192,2015-11-17 11:33:02,5,1223.24,16.795,28.6827,-0.239763,12.2799,"WET",5.175,0,"Sand"
"NSTSYB0005","NSW",20151117,"Iridaceae",-33.64791,150.3192,2015-11-17 11:33:02,60,1223.24,16.795,28.6827,-0.239763,12.2799,"WET",5.175,0,"Sand"
"NSTSYB0005","NSW",20151117,"Lauraceae",-33.64791,150.3192,2015-11-17 11:33:02,6,1223.24,16.795,28.6827,-0.239763,12.2799,"WET",5.175,0,"Sand"
"NSTSYB0005","NSW",20151117,"Lindsaeaceae",-33.64791,150.3192,2015-11-17 11:33:02,5,1223.24,16.795,28.6827,-0.239763,12.2799,"WET",5.175,0,"Sand"
"NSTSYB0005","NSW",20151117,"Myrtaceae",-33.64791,150.3192,2015-11-17 11:33:02,755,1223.24,16.795,28.6827,-0.239763,12.2799,"WET",5.175,0,"Sand"
"NSTSYB0005","NSW",20151117,"Poaceae",-33.64791,150.3192,2015-11-17 11:33:02,9,1223.24,16.795,28.6827,-0.239763,12.2799,"WET",5.175,0,"Sand"
"NSTSYB0005","NSW",20151117,"Proteaceae",-33.64791,150.3192,2015-11-17 11:33:02,325,1223.24,16.795,28.6827,-0.239763,12.2799,"WET",5.175,0,"Sand"
"NSTSYB0005","NSW",20151117,"Xanthorrhoeaceae",-33.64791,150.3192,2015-11-17 11:33:02,16,1223.24,16.795,28.6827,-0.239763,12.2799,"WET",5.175,0,"Sand"
"NSTSYB0005","NSW",20151117,"Zamiaceae",-33.64791,150.3192,2015-11-17 11:33:02,5,1223.24,16.795,28.6827,-0.239763,12.2799,"WET",5.175,0,"Sand"
"NSTSYB0006","NSW",20151119,"Araliaceae",-33.31101,150.2512,2015-11-19 09:36:46,9,916.055,17.1577,29.3823,-1.15842,12.0495,"WET",4.8,0.0325,"Loamy sand"
"NSTSYB0006","NSW",20151119,"Asparagaceae",-33.31101,150.2512,2015-11-19 09:36:46,3,916.055,17.1577,29.3823,-1.15842,12.0495,"WET",4.8,0.0325,"Loamy sand"
"NSTSYB0006","NSW",20151119,"Asteraceae",-33.31101,150.2512,2015-11-19 09:36:46,2,916.055,17.1577,29.3823,-1.15842,12.0495,"WET",4.8,0.0325,"Loamy sand"
"NSTSYB0006","NSW",20151119,"Dennstaedtiaceae",-33.31101,150.2512,2015-11-19 09:36:46,43,916.055,17.1577,29.3823,-1.15842,12.0495,"WET",4.8,0.0325,"Loamy sand"
"NSTSYB0006","NSW",20151119,"Dilleniaceae",-33.31101,150.2512,2015-11-19 09:36:46,9,916.055,17.1577,29.3823,-1.15842,12.0495,"WET",4.8,0.0325,"Loamy sand"
"NSTSYB0006","NSW",20151119,"Ericaceae",-33.31101,150.2512,2015-11-19 09:36:46,39,916.055,17.1577,29.3823,-1.15842,12.0495,"WET",4.8,0.0325,"Loamy sand"
"NSTSYB0006","NSW",20151119,"Euphorbiaceae",-33.31101,150.2512,2015-11-19 09:36:46,1,916.055,17.1577,29.3823,-1.15842,12.0495,"WET",4.8,0.0325,"Loamy sand"
"NSTSYB0006","NSW",20151119,"Fabaceae",-33.31101,150.2512,2015-11-19 09:36:46,299,916.055,17.1577,29.3823,-1.15842,12.0495,"WET",4.8,0.0325,"Loamy sand"
"NSTSYB0006","NSW",20151119,"Goodeniaceae",-33.31101,150.2512,2015-11-19 09:36:46,3,916.055,17.1577,29.3823,-1.15842,12.0495,"WET",4.8,0.0325,"Loamy sand"
"NSTSYB0006","NSW",20151119,"Hemerocallidaceae",-33.31101,150.2512,2015-11-19 09:36:46,1,916.055,17.1577,29.3823,-1.15842,12.0495,"WET",4.8,0.0325,"Loamy sand"
"NSTSYB0006","NSW",20151119,"Iridaceae",-33.31101,150.2512,2015-11-19 09:36:46,4,916.055,17.1577,29.3823,-1.15842,12.0495,"WET",4.8,0.0325,"Loamy sand"
"NSTSYB0006","NSW",20151119,"Myrtaceae",-33.31101,150.2512,2015-11-19 09:36:46,789,916.055,17.1577,29.3823,-1.15842,12.0495,"WET",4.8,0.0325,"Loamy sand"
"NSTSYB0006","NSW",20151119,"Pittosporaceae",-33.31101,150.2512,2015-11-19 09:36:46,1,916.055,17.1577,29.3823,-1.15842,12.0495,"WET",4.8,0.0325,"Loamy sand"
"NSTSYB0006","NSW",20151119,"Poaceae",-33.31101,150.2512,2015-11-19 09:36:46,22,916.055,17.1577,29.3823,-1.15842,12.0495,"WET",4.8,0.0325,"Loamy sand"
"NSTSYB0006","NSW",20151119,"Proteaceae",-33.31101,150.2512,2015-11-19 09:36:46,20,916.055,17.1577,29.3823,-1.15842,12.0495,"WET",4.8,0.0325,"Loamy sand"
"NSTSYB0006","NSW",20151119,"Rutaceae",-33.31101,150.2512,2015-11-19 09:36:46,15,916.055,17.1577,29.3823,-1.15842,12.0495,"WET",4.8,0.0325,"Loamy sand"
"NSTSYB0006","NSW",20151119,"Violaceae",-33.31101,150.2512,2015-11-19 09:36:46,1,916.055,17.1577,29.3823,-1.15842,12.0495,"WET",4.8,0.0325,"Loamy sand"
"NSTSYB0006","NSW",20151119,"Zamiaceae",-33.31101,150.2512,2015-11-19 09:36:46,2,916.055,17.1577,29.3823,-1.15842,12.0495,"WET",4.8,0.0325,"Loamy sand"
"NSTSYB0007","NSW",20151120,"Apiaceae",-33.32937,150.1397,2015-11-20 09:31:17,21,797.427,17.259,29.6091,-1.54158,11.8447,"WET",5.05,0.02,"Clayey sand"
"NSTSYB0007","NSW",20151120,"Asparagaceae",-33.32937,150.1397,2015-11-20 09:31:17,13,797.427,17.259,29.6091,-1.54158,11.8447,"WET",5.05,0.02,"Clayey sand"
"NSTSYB0007","NSW",20151120,"Dilleniaceae",-33.32937,150.1397,2015-11-20 09:31:17,2,797.427,17.259,29.6091,-1.54158,11.8447,"WET",5.05,0.02,"Clayey sand"
"NSTSYB0007","NSW",20151120,"Ericaceae",-33.32937,150.1397,2015-11-20 09:31:17,107,797.427,17.259,29.6091,-1.54158,11.8447,"WET",5.05,0.02,"Clayey sand"
"NSTSYB0007","NSW",20151120,"Euphorbiaceae",-33.32937,150.1397,2015-11-20 09:31:17,2,797.427,17.259,29.6091,-1.54158,11.8447,"WET",5.05,0.02,"Clayey sand"
"NSTSYB0007","NSW",20151120,"Fabaceae",-33.32937,150.1397,2015-11-20 09:31:17,78,797.427,17.259,29.6091,-1.54158,11.8447,"WET",5.05,0.02,"Clayey sand"
"NSTSYB0007","NSW",20151120,"Hemerocallidaceae",-33.32937,150.1397,2015-11-20 09:31:17,10,797.427,17.259,29.6091,-1.54158,11.8447,"WET",5.05,0.02,"Clayey sand"
"NSTSYB0007","NSW",20151120,"Iridaceae",-33.32937,150.1397,2015-11-20 09:31:17,2,797.427,17.259,29.6091,-1.54158,11.8447,"WET",5.05,0.02,"Clayey sand"
"NSTSYB0007","NSW",20151120,"Loranthaceae",-33.32937,150.1397,2015-11-20 09:31:17,3,797.427,17.259,29.6091,-1.54158,11.8447,"WET",5.05,0.02,"Clayey sand"
"NSTSYB0007","NSW",20151120,"Myrtaceae",-33.32937,150.1397,2015-11-20 09:31:17,790,797.427,17.259,29.6091,-1.54158,11.8447,"WET",5.05,0.02,"Clayey sand"
"NSTSYB0007","NSW",20151120,"Poaceae",-33.32937,150.1397,2015-11-20 09:31:17,417,797.427,17.259,29.6091,-1.54158,11.8447,"WET",5.05,0.02,"Clayey sand"
"NSTSYB0007","NSW",20151120,"Proteaceae",-33.32937,150.1397,2015-11-20 09:31:17,27,797.427,17.259,29.6091,-1.54158,11.8447,"WET",5.05,0.02,"Clayey sand"
"NSTSYB0007","NSW",20151120,"Rutaceae",-33.32937,150.1397,2015-11-20 09:31:17,1,797.427,17.259,29.6091,-1.54158,11.8447,"WET",5.05,0.02,"Clayey sand"
"NSTSYB0007","NSW",20151120,"Santalaceae",-33.32937,150.1397,2015-11-20 09:31:17,1,797.427,17.259,29.6091,-1.54158,11.8447,"WET",5.05,0.02,"Clayey sand"
"NSTSYB0007","NSW",20151120,"Violaceae",-33.32937,150.1397,2015-11-20 09:31:17,1,797.427,17.259,29.6091,-1.54158,11.8447,"WET",5.05,0.02,"Clayey sand"
"NSTSYB0008","NSW",20151121,"Asparagaceae",-33.22035,150.0272,2015-11-21 13:03:00,34,724.183,17.6168,31.214,-1.32458,12.8321,"WET",4.93333333333333,0.0166666666666667,"Sandy clay loam"
"NSTSYB0008","NSW",20151121,"Asteraceae",-33.22035,150.0272,2015-11-21 13:03:00,1,724.183,17.6168,31.214,-1.32458,12.8321,"WET",4.93333333333333,0.0166666666666667,"Sandy clay loam"
"NSTSYB0008","NSW",20151121,"Campanulaceae",-33.22035,150.0272,2015-11-21 13:03:00,1,724.183,17.6168,31.214,-1.32458,12.8321,"WET",4.93333333333333,0.0166666666666667,"Sandy clay loam"
"NSTSYB0008","NSW",20151121,"Dilleniaceae",-33.22035,150.0272,2015-11-21 13:03:00,1,724.183,17.6168,31.214,-1.32458,12.8321,"WET",4.93333333333333,0.0166666666666667,"Sandy clay loam"
"NSTSYB0008","NSW",20151121,"Ericaceae",-33.22035,150.0272,2015-11-21 13:03:00,8,724.183,17.6168,31.214,-1.32458,12.8321,"WET",4.93333333333333,0.0166666666666667,"Sandy clay loam"
"NSTSYB0008","NSW",20151121,"Fabaceae",-33.22035,150.0272,2015-11-21 13:03:00,11,724.183,17.6168,31.214,-1.32458,12.8321,"WET",4.93333333333333,0.0166666666666667,"Sandy clay loam"
"NSTSYB0008","NSW",20151121,"Hemerocallidaceae",-33.22035,150.0272,2015-11-21 13:03:00,12,724.183,17.6168,31.214,-1.32458,12.8321,"WET",4.93333333333333,0.0166666666666667,"Sandy clay loam"
"NSTSYB0008","NSW",20151121,"Myrtaceae",-33.22035,150.0272,2015-11-21 13:03:00,771,724.183,17.6168,31.214,-1.32458,12.8321,"WET",4.93333333333333,0.0166666666666667,"Sandy clay loam"
"NSTSYB0008","NSW",20151121,"Phyllanthaceae",-33.22035,150.0272,2015-11-21 13:03:00,1,724.183,17.6168,31.214,-1.32458,12.8321,"WET",4.93333333333333,0.0166666666666667,"Sandy clay loam"
"NSTSYB0008","NSW",20151121,"Pittosporaceae",-33.22035,150.0272,2015-11-21 13:03:00,3,724.183,17.6168,31.214,-1.32458,12.8321,"WET",4.93333333333333,0.0166666666666667,"Sandy clay loam"
"NSTSYB0008","NSW",20151121,"Plantaginaceae",-33.22035,150.0272,2015-11-21 13:03:00,2,724.183,17.6168,31.214,-1.32458,12.8321,"WET",4.93333333333333,0.0166666666666667,"Sandy clay loam"
"NSTSYB0008","NSW",20151121,"Poaceae",-33.22035,150.0272,2015-11-21 13:03:00,225,724.183,17.6168,31.214,-1.32458,12.8321,"WET",4.93333333333333,0.0166666666666667,"Sandy clay loam"
"NSTSYB0008","NSW",20151121,"Proteaceae",-33.22035,150.0272,2015-11-21 13:03:00,3,724.183,17.6168,31.214,-1.32458,12.8321,"WET",4.93333333333333,0.0166666666666667,"Sandy clay loam"
"NSTSYB0009","NSW",20151120,"Apiaceae",-33.57883,150.3646,2015-11-20,19,1228.27,16.8944,29.5428,0.147416,13.0942,"WET",4.95,0,"Sand"
"NSTSYB0009","NSW",20151120,"Asparagaceae",-33.57883,150.3646,2015-11-20,58,1228.27,16.8944,29.5428,0.147416,13.0942,"WET",4.95,0,"Sand"
"NSTSYB0009","NSW",20151120,"Casuarinaceae",-33.57883,150.3646,2015-11-20,47,1228.27,16.8944,29.5428,0.147416,13.0942,"WET",4.95,0,"Sand"
"NSTSYB0009","NSW",20151120,"Cyperaceae",-33.57883,150.3646,2015-11-20,244,1228.27,16.8944,29.5428,0.147416,13.0942,"WET",4.95,0,"Sand"
"NSTSYB0009","NSW",20151120,"Elaeocarpaceae",-33.57883,150.3646,2015-11-20,1,1228.27,16.8944,29.5428,0.147416,13.0942,"WET",4.95,0,"Sand"
"NSTSYB0009","NSW",20151120,"Ericaceae",-33.57883,150.3646,2015-11-20,8,1228.27,16.8944,29.5428,0.147416,13.0942,"WET",4.95,0,"Sand"
"NSTSYB0009","NSW",20151120,"Fabaceae",-33.57883,150.3646,2015-11-20,82,1228.27,16.8944,29.5428,0.147416,13.0942,"WET",4.95,0,"Sand"
"NSTSYB0009","NSW",20151120,"Goodeniaceae",-33.57883,150.3646,2015-11-20,7,1228.27,16.8944,29.5428,0.147416,13.0942,"WET",4.95,0,"Sand"
"NSTSYB0009","NSW",20151120,"Haloragaceae",-33.57883,150.3646,2015-11-20,1,1228.27,16.8944,29.5428,0.147416,13.0942,"WET",4.95,0,"Sand"
"NSTSYB0009","NSW",20151120,"Iridaceae",-33.57883,150.3646,2015-11-20,12,1228.27,16.8944,29.5428,0.147416,13.0942,"WET",4.95,0,"Sand"
"NSTSYB0009","NSW",20151120,"Lindsaeaceae",-33.57883,150.3646,2015-11-20,4,1228.27,16.8944,29.5428,0.147416,13.0942,"WET",4.95,0,"Sand"
"NSTSYB0009","NSW",20151120,"Myrtaceae",-33.57883,150.3646,2015-11-20,505,1228.27,16.8944,29.5428,0.147416,13.0942,"WET",4.95,0,"Sand"
"NSTSYB0009","NSW",20151120,"Phyllanthaceae",-33.57883,150.3646,2015-11-20,7,1228.27,16.8944,29.5428,0.147416,13.0942,"WET",4.95,0,"Sand"
"NSTSYB0009","NSW",20151120,"Poaceae",-33.57883,150.3646,2015-11-20,19,1228.27,16.8944,29.5428,0.147416,13.0942,"WET",4.95,0,"Sand"
"NSTSYB0009","NSW",20151120,"Proteaceae",-33.57883,150.3646,2015-11-20,308,1228.27,16.8944,29.5428,0.147416,13.0942,"WET",4.95,0,"Sand"
"NSTSYB0009","NSW",20151120,"Restionaceae",-33.57883,150.3646,2015-11-20,5,1228.27,16.8944,29.5428,0.147416,13.0942,"WET",4.95,0,"Sand"
"NSTSYB0009","NSW",20151120,"Rhamnaceae",-33.57883,150.3646,2015-11-20,23,1228.27,16.8944,29.5428,0.147416,13.0942,"WET",4.95,0,"Sand"
"NSTSYB0009","NSW",20151120,"Rutaceae",-33.57883,150.3646,2015-11-20,5,1228.27,16.8944,29.5428,0.147416,13.0942,"WET",4.95,0,"Sand"
"NSTSYB0009","NSW",20151120,"Thymelaeaceae",-33.57883,150.3646,2015-11-20,27,1228.27,16.8944,29.5428,0.147416,13.0942,"WET",4.95,0,"Sand"
"NTAARP0001","NT",20160602,"Anacardiaceae",-13.55729,132.2701,2016-06-02 08:52:59,25,1309.32,21.7361,38.1499,12.3916,26.9348,"DRY",5.975,0,"Sand"
"NTAARP0001","NT",20160602,"Apocynaceae",-13.55729,132.2701,2016-06-02 08:52:59,1,1309.32,21.7361,38.1499,12.3916,26.9348,"DRY",5.975,0,"Sand"
"NTAARP0001","NT",20160602,"Araliaceae",-13.55729,132.2701,2016-06-02 08:52:59,2,1309.32,21.7361,38.1499,12.3916,26.9348,"DRY",5.975,0,"Sand"
"NTAARP0001","NT",20160602,"Celastraceae",-13.55729,132.2701,2016-06-02 08:52:59,8,1309.32,21.7361,38.1499,12.3916,26.9348,"DRY",5.975,0,"Sand"
"NTAARP0001","NT",20160602,"Combretaceae",-13.55729,132.2701,2016-06-02 08:52:59,42,1309.32,21.7361,38.1499,12.3916,26.9348,"DRY",5.975,0,"Sand"
"NTAARP0001","NT",20160602,"Commelinaceae",-13.55729,132.2701,2016-06-02 08:52:59,2,1309.32,21.7361,38.1499,12.3916,26.9348,"DRY",5.975,0,"Sand"
"NTAARP0001","NT",20160602,"Convolvulaceae",-13.55729,132.2701,2016-06-02 08:52:59,10,1309.32,21.7361,38.1499,12.3916,26.9348,"DRY",5.975,0,"Sand"
"NTAARP0001","NT",20160602,"Cyperaceae",-13.55729,132.2701,2016-06-02 08:52:59,4,1309.32,21.7361,38.1499,12.3916,26.9348,"DRY",5.975,0,"Sand"
"NTAARP0001","NT",20160602,"Dilleniaceae",-13.55729,132.2701,2016-06-02 08:52:59,8,1309.32,21.7361,38.1499,12.3916,26.9348,"DRY",5.975,0,"Sand"
"NTAARP0001","NT",20160602,"Euphorbiaceae",-13.55729,132.2701,2016-06-02 08:52:59,1,1309.32,21.7361,38.1499,12.3916,26.9348,"DRY",5.975,0,"Sand"
"NTAARP0001","NT",20160602,"Fabaceae",-13.55729,132.2701,2016-06-02 08:52:59,145,1309.32,21.7361,38.1499,12.3916,26.9348,"DRY",5.975,0,"Sand"
"NTAARP0001","NT",20160602,"Goodeniaceae",-13.55729,132.2701,2016-06-02 08:52:59,1,1309.32,21.7361,38.1499,12.3916,26.9348,"DRY",5.975,0,"Sand"
"NTAARP0001","NT",20160602,"Lamiaceae",-13.55729,132.2701,2016-06-02 08:52:59,3,1309.32,21.7361,38.1499,12.3916,26.9348,"DRY",5.975,0,"Sand"
"NTAARP0001","NT",20160602,"Lecythidaceae",-13.55729,132.2701,2016-06-02 08:52:59,7,1309.32,21.7361,38.1499,12.3916,26.9348,"DRY",5.975,0,"Sand"
"NTAARP0001","NT",20160602,"Malvaceae",-13.55729,132.2701,2016-06-02 08:52:59,14,1309.32,21.7361,38.1499,12.3916,26.9348,"DRY",5.975,0,"Sand"
"NTAARP0001","NT",20160602,"Meliaceae",-13.55729,132.2701,2016-06-02 08:52:59,16,1309.32,21.7361,38.1499,12.3916,26.9348,"DRY",5.975,0,"Sand"
"NTAARP0001","NT",20160602,"Myrtaceae",-13.55729,132.2701,2016-06-02 08:52:59,415,1309.32,21.7361,38.1499,12.3916,26.9348,"DRY",5.975,0,"Sand"
"NTAARP0001","NT",20160602,"Opiliaceae",-13.55729,132.2701,2016-06-02 08:52:59,3,1309.32,21.7361,38.1499,12.3916,26.9348,"DRY",5.975,0,"Sand"
"NTAARP0001","NT",20160602,"Phyllanthaceae",-13.55729,132.2701,2016-06-02 08:52:59,2,1309.32,21.7361,38.1499,12.3916,26.9348,"DRY",5.975,0,"Sand"
"NTAARP0001","NT",20160602,"Picrodendraceae",-13.55729,132.2701,2016-06-02 08:52:59,6,1309.32,21.7361,38.1499,12.3916,26.9348,"DRY",5.975,0,"Sand"
"NTAARP0001","NT",20160602,"Poaceae",-13.55729,132.2701,2016-06-02 08:52:59,326,1309.32,21.7361,38.1499,12.3916,26.9348,"DRY",5.975,0,"Sand"
"NTAARP0001","NT",20160602,"Proteaceae",-13.55729,132.2701,2016-06-02 08:52:59,24,1309.32,21.7361,38.1499,12.3916,26.9348,"DRY",5.975,0,"Sand"
"NTAARP0001","NT",20160602,"Rubiaceae",-13.55729,132.2701,2016-06-02 08:52:59,12,1309.32,21.7361,38.1499,12.3916,26.9348,"DRY",5.975,0,"Sand"
"NTAARP0001","NT",20160602,"Rutaceae",-13.55729,132.2701,2016-06-02 08:52:59,2,1309.32,21.7361,38.1499,12.3916,26.9348,"DRY",5.975,0,"Sand"
"NTAARP0001","NT",20160602,"Sapindaceae",-13.55729,132.2701,2016-06-02 08:52:59,1,1309.32,21.7361,38.1499,12.3916,26.9348,"DRY",5.975,0,"Sand"
"NTAARP0001","NT",20160602,"Simaroubaceae",-13.55729,132.2701,2016-06-02 08:52:59,4,1309.32,21.7361,38.1499,12.3916,26.9348,"DRY",5.975,0,"Sand"
"NTAARP0002","NT",20160602,"Anacardiaceae",-13.54561,132.2944,2016-06-02 17:24:35,11,1305.45,21.7435,38.2842,12.4503,27.0557,"DRY",5.13333333333333,0.0833333333333333,"Loamy sand"
"NTAARP0002","NT",20160602,"Apocynaceae",-13.54561,132.2944,2016-06-02 17:24:35,1,1305.45,21.7435,38.2842,12.4503,27.0557,"DRY",5.13333333333333,0.0833333333333333,"Loamy sand"
"NTAARP0002","NT",20160602,"Arecaceae",-13.54561,132.2944,2016-06-02 17:24:35,4,1305.45,21.7435,38.2842,12.4503,27.0557,"DRY",5.13333333333333,0.0833333333333333,"Loamy sand"
"NTAARP0002","NT",20160602,"Asparagaceae",-13.54561,132.2944,2016-06-02 17:24:35,5,1305.45,21.7435,38.2842,12.4503,27.0557,"DRY",5.13333333333333,0.0833333333333333,"Loamy sand"
"NTAARP0002","NT",20160602,"Boraginaceae",-13.54561,132.2944,2016-06-02 17:24:35,8,1305.45,21.7435,38.2842,12.4503,27.0557,"DRY",5.13333333333333,0.0833333333333333,"Loamy sand"
"NTAARP0002","NT",20160602,"Caryophyllaceae",-13.54561,132.2944,2016-06-02 17:24:35,1,1305.45,21.7435,38.2842,12.4503,27.0557,"DRY",5.13333333333333,0.0833333333333333,"Loamy sand"
"NTAARP0002","NT",20160602,"Commelinaceae",-13.54561,132.2944,2016-06-02 17:24:35,2,1305.45,21.7435,38.2842,12.4503,27.0557,"DRY",5.13333333333333,0.0833333333333333,"Loamy sand"
"NTAARP0002","NT",20160602,"Cyperaceae",-13.54561,132.2944,2016-06-02 17:24:35,36,1305.45,21.7435,38.2842,12.4503,27.0557,"DRY",5.13333333333333,0.0833333333333333,"Loamy sand"
"NTAARP0002","NT",20160602,"Dilleniaceae",-13.54561,132.2944,2016-06-02 17:24:35,6,1305.45,21.7435,38.2842,12.4503,27.0557,"DRY",5.13333333333333,0.0833333333333333,"Loamy sand"
"NTAARP0002","NT",20160602,"Fabaceae",-13.54561,132.2944,2016-06-02 17:24:35,63,1305.45,21.7435,38.2842,12.4503,27.0557,"DRY",5.13333333333333,0.0833333333333333,"Loamy sand"
"NTAARP0002","NT",20160602,"Lauraceae",-13.54561,132.2944,2016-06-02 17:24:35,2,1305.45,21.7435,38.2842,12.4503,27.0557,"DRY",5.13333333333333,0.0833333333333333,"Loamy sand"
"NTAARP0002","NT",20160602,"Lecythidaceae",-13.54561,132.2944,2016-06-02 17:24:35,4,1305.45,21.7435,38.2842,12.4503,27.0557,"DRY",5.13333333333333,0.0833333333333333,"Loamy sand"
"NTAARP0002","NT",20160602,"Myrtaceae",-13.54561,132.2944,2016-06-02 17:24:35,264,1305.45,21.7435,38.2842,12.4503,27.0557,"DRY",5.13333333333333,0.0833333333333333,"Loamy sand"
